T: 1	 , 1.086710e+00, 4.672936e-02, 1.599097e-01, 2.139239e-01, 2.171522e-01, 2.288184e-01, 2.201761e-01
T: 2	 , 1.071105e+00, 4.630614e-02, 1.579315e-01, 2.112370e-01, 2.140862e-01, 2.252194e-01, 2.163245e-01
T: 3	 , 1.065832e+00, 4.615344e-02, 1.572043e-01, 2.102735e-01, 2.130370e-01, 2.240645e-01, 2.150997e-01
T: 4	 , 1.062183e+00, 4.601558e-02, 1.566851e-01, 2.095923e-01, 2.123243e-01, 2.232686e-01, 2.142966e-01
T: 5	 , 1.058123e+00, 4.588041e-02, 1.561215e-01, 2.088530e-01, 2.115362e-01, 2.223609e-01, 2.133709e-01
T: 6	 , 1.054101e+00, 4.573340e-02, 1.556403e-01, 2.081676e-01, 2.107656e-01, 2.214394e-01, 2.123550e-01
T: 7	 , 1.054039e+00, 4.575478e-02, 1.555436e-01, 2.080697e-01, 2.107492e-01, 2.215010e-01, 2.124209e-01
T: 8	 , 1.051247e+00, 4.567761e-02, 1.551995e-01, 2.076153e-01, 2.102066e-01, 2.208382e-01, 2.117097e-01
T: 9	 , 1.051654e+00, 4.570033e-02, 1.552535e-01, 2.076628e-01, 2.102799e-01, 2.209498e-01, 2.118076e-01
T: 10	 , 1.049798e+00, 4.562700e-02, 1.549747e-01, 2.073073e-01, 2.099204e-01, 2.205468e-01, 2.114222e-01
V: 10 , 5.714551e+09, 8.216601e+08, 9.678098e+08, 9.669025e+08, 9.719961e+08, 9.799301e+08, 1.006253e+09
E: 10 , 5.693209e+09, 8.217887e+08, 9.558156e+08, 9.549788e+08, 9.635879e+08, 9.815173e+08, 1.015521e+09
T: 11	 , 5.980279e+00, 9.794300e-01, 9.995243e-01, 1.000226e+00, 1.000421e+00, 1.000064e+00, 1.000614e+00
T: 12	 , 5.976944e+00, 9.777018e-01, 9.989112e-01, 9.997044e-01, 1.000084e+00, 9.999119e-01, 1.000631e+00
T: 13	 , 5.972622e+00, 9.777113e-01, 9.982637e-01, 9.989344e-01, 9.992428e-01, 9.989283e-01, 9.995420e-01
T: 14	 , 5.969230e+00, 9.761946e-01, 9.977934e-01, 9.985660e-01, 9.989047e-01, 9.986599e-01, 9.991115e-01
T: 15	 , 5.964831e+00, 9.741818e-01, 9.975318e-01, 9.983195e-01, 9.983691e-01, 9.979597e-01, 9.984691e-01
T: 16	 , 5.958534e+00, 9.745087e-01, 9.957986e-01, 9.967013e-01, 9.970090e-01, 9.968882e-01, 9.976284e-01
T: 17	 , 5.962015e+00, 9.732961e-01, 9.965006e-01, 9.975867e-01, 9.980138e-01, 9.979473e-01, 9.986705e-01
T: 18	 , 5.957266e+00, 9.731507e-01, 9.959318e-01, 9.968081e-01, 9.971852e-01, 9.969104e-01, 9.972798e-01
T: 19	 , 5.952379e+00, 9.733628e-01, 9.948060e-01, 9.958817e-01, 9.962539e-01, 9.959245e-01, 9.961504e-01
T: 20	 , 5.958251e+00, 9.739623e-01, 9.956996e-01, 9.967622e-01, 9.972290e-01, 9.969907e-01, 9.976074e-01
V: 20 , 5.669000e+09, 7.971035e+08, 9.650509e+08, 9.634976e+08, 9.673121e+08, 9.745194e+08, 1.001517e+09
E: 20 , 5.739619e+09, 7.988669e+08, 9.718392e+08, 9.678193e+08, 9.767700e+08, 9.942709e+08, 1.030052e+09
T: 21	 , 5.947987e+00, 9.724918e-01, 9.940814e-01, 9.951732e-01, 9.955340e-01, 9.951665e-01, 9.955398e-01
T: 22	 , 5.950401e+00, 9.716584e-01, 9.947850e-01, 9.958054e-01, 9.961704e-01, 9.958283e-01, 9.961539e-01
T: 23	 , 5.944587e+00, 9.724365e-01, 9.932416e-01, 9.944384e-01, 9.949558e-01, 9.945994e-01, 9.949153e-01
T: 24	 , 5.944598e+00, 9.710384e-01, 9.935243e-01, 9.946549e-01, 9.951363e-01, 9.948877e-01, 9.953563e-01
T: 25	 , 5.938269e+00, 9.699627e-01, 9.925380e-01, 9.936482e-01, 9.941498e-01, 9.937944e-01, 9.941756e-01
T: 26	 , 5.933884e+00, 9.698959e-01, 9.919328e-01, 9.929323e-01, 9.932270e-01, 9.928033e-01, 9.930926e-01
T: 27	 , 5.932816e+00, 9.692019e-01, 9.915219e-01, 9.926946e-01, 9.930658e-01, 9.929251e-01, 9.934061e-01
T: 28	 , 5.938530e+00, 9.701771e-01, 9.924981e-01, 9.936286e-01, 9.941473e-01, 9.938250e-01, 9.942536e-01
T: 29	 , 5.938277e+00, 9.708912e-01, 9.925582e-01, 9.935914e-01, 9.939636e-01, 9.936210e-01, 9.936511e-01
T: 30	 , 5.929818e+00, 9.700620e-01, 9.910601e-01, 9.920921e-01, 9.923956e-01, 9.919681e-01, 9.922402e-01
V: 30 , 5.650453e+09, 7.990120e+08, 9.616174e+08, 9.603224e+08, 9.639310e+08, 9.705796e+08, 9.949905e+08
E: 30 , 5.726060e+09, 8.136486e+08, 9.636286e+08, 9.625714e+08, 9.721246e+08, 9.900058e+08, 1.024081e+09
T: 31	 , 5.925992e+00, 9.685571e-01, 9.902566e-01, 9.914739e-01, 9.920161e-01, 9.916738e-01, 9.920142e-01
T: 32	 , 5.927848e+00, 9.692251e-01, 9.908831e-01, 9.918875e-01, 9.921554e-01, 9.917528e-01, 9.919445e-01
T: 33	 , 5.925783e+00, 9.681719e-01, 9.903402e-01, 9.915564e-01, 9.919899e-01, 9.917276e-01, 9.919974e-01
T: 34	 , 5.919684e+00, 9.673040e-01, 9.894990e-01, 9.907272e-01, 9.910406e-01, 9.904860e-01, 9.906269e-01
T: 35	 , 5.920759e+00, 9.675587e-01, 9.893263e-01, 9.907247e-01, 9.912145e-01, 9.908511e-01, 9.910840e-01
T: 36	 , 5.917456e+00, 9.659161e-01, 9.890361e-01, 9.904148e-01, 9.909399e-01, 9.904967e-01, 9.906521e-01
T: 37	 , 5.922020e+00, 9.681304e-01, 9.894349e-01, 9.907599e-01, 9.913044e-01, 9.910645e-01, 9.913260e-01
T: 38	 , 5.923784e+00, 9.676290e-01, 9.899910e-01, 9.911072e-01, 9.917001e-01, 9.915578e-01, 9.917989e-01
