T: 39	 , 5.915290e+00, 9.661929e-01, 9.886506e-01, 9.899055e-01, 9.903240e-01, 9.899060e-01, 9.903112e-01
T: 40	 , 5.913422e+00, 9.659023e-01, 9.885318e-01, 9.896490e-01, 9.900013e-01, 9.896565e-01, 9.896808e-01
V: 40 , 5.623102e+09, 7.879697e+08, 9.555994e+08, 9.547142e+08, 9.598763e+08, 9.680881e+08, 9.968547e+08
E: 40 , 5.745231e+09, 7.985979e+08, 9.726741e+08, 9.678832e+08, 9.779820e+08, 9.958316e+08, 1.032262e+09
T: 41	 , 5.909531e+00, 9.654313e-01, 9.876493e-01, 9.889281e-01, 9.894292e-01, 9.889634e-01, 9.891299e-01
T: 42	 , 5.913945e+00, 9.663898e-01, 9.884280e-01, 9.896346e-01, 9.900325e-01, 9.896814e-01, 9.897790e-01
T: 43	 , 5.906695e+00, 9.654712e-01, 9.867389e-01, 9.883122e-01, 9.888939e-01, 9.885353e-01, 9.887437e-01
T: 44	 , 5.906669e+00, 9.636847e-01, 9.873474e-01, 9.887621e-01, 9.892416e-01, 9.888492e-01, 9.887835e-01
T: 45	 , 5.903291e+00, 9.650708e-01, 9.864617e-01, 9.878057e-01, 9.882421e-01, 9.877962e-01, 9.879142e-01
T: 46	 , 5.905758e+00, 9.646827e-01, 9.871512e-01, 9.883814e-01, 9.888065e-01, 9.883808e-01, 9.883551e-01
T: 47	 , 5.901853e+00, 9.641197e-01, 9.863181e-01, 9.878092e-01, 9.882719e-01, 9.877262e-01, 9.876080e-01
T: 48	 , 5.905520e+00, 9.653104e-01, 9.868966e-01, 9.882052e-01, 9.886102e-01, 9.881694e-01, 9.883281e-01
T: 49	 , 5.900893e+00, 9.638917e-01, 9.862571e-01, 9.876771e-01, 9.881082e-01, 9.875527e-01, 9.874064e-01
T: 50	 , 5.896055e+00, 9.631061e-01, 9.856640e-01, 9.869178e-01, 9.871394e-01, 9.866430e-01, 9.865845e-01
V: 50 , 5.637109e+09, 7.884869e+08, 9.571268e+08, 9.556956e+08, 9.627447e+08, 9.721491e+08, 1.000906e+09
E: 50 , 5.698266e+09, 7.937504e+08, 9.638873e+08, 9.594818e+08, 9.699618e+08, 9.881177e+08, 1.023067e+09
T: 51	 , 5.897283e+00, 9.641066e-01, 9.855299e-01, 9.868744e-01, 9.872203e-01, 9.867278e-01, 9.868240e-01
T: 52	 , 5.901350e+00, 9.639308e-01, 9.863023e-01, 9.875654e-01, 9.881262e-01, 9.876982e-01, 9.877273e-01
T: 53	 , 5.895521e+00, 9.640354e-01, 9.854566e-01, 9.867310e-01, 9.871145e-01, 9.863171e-01, 9.858662e-01
T: 54	 , 5.890024e+00, 9.630011e-01, 9.843311e-01, 9.857784e-01, 9.861325e-01, 9.855161e-01, 9.852648e-01
T: 55	 , 5.894762e+00, 9.638193e-01, 9.850058e-01, 9.863553e-01, 9.868359e-01, 9.863996e-01, 9.863466e-01
T: 56	 , 5.897548e+00, 9.634746e-01, 9.860107e-01, 9.871596e-01, 9.874880e-01, 9.867905e-01, 9.866244e-01
T: 57	 , 5.885808e+00, 9.620827e-01, 9.836305e-01, 9.851038e-01, 9.855109e-01, 9.848628e-01, 9.846175e-01
T: 58	 , 5.891005e+00, 9.623844e-01, 9.847050e-01, 9.860732e-01, 9.863873e-01, 9.858239e-01, 9.856317e-01
T: 59	 , 5.890300e+00, 9.620015e-01, 9.843550e-01, 9.858638e-01, 9.863157e-01, 9.858597e-01, 9.859044e-01
T: 60	 , 5.890995e+00, 9.624599e-01, 9.846756e-01, 9.858965e-01, 9.863702e-01, 9.858534e-01, 9.857394e-01
V: 60 , 5.654035e+09, 7.880448e+08, 9.628473e+08, 9.606768e+08, 9.652268e+08, 9.737213e+08, 1.003518e+09
E: 60 , 5.731365e+09, 7.905408e+08, 9.682254e+08, 9.647584e+08, 9.765030e+08, 9.958691e+08, 1.035468e+09
T: 61	 , 5.886600e+00, 9.624287e-01, 9.837590e-01, 9.851072e-01, 9.856094e-01, 9.850184e-01, 9.846772e-01
T: 62	 , 5.891807e+00, 9.623356e-01, 9.844968e-01, 9.859787e-01, 9.866215e-01, 9.862066e-01, 9.861680e-01
T: 63	 , 5.886514e+00, 9.619855e-01, 9.839639e-01, 9.851741e-01, 9.856088e-01, 9.850717e-01, 9.847097e-01
T: 64	 , 5.887235e+00, 9.615962e-01, 9.839270e-01, 9.853948e-01, 9.859022e-01, 9.853726e-01, 9.850421e-01
T: 65	 , 5.885524e+00, 9.601431e-01, 9.837973e-01, 9.852754e-01, 9.857626e-01, 9.852803e-01, 9.852651e-01
T: 66	 , 5.884861e+00, 9.617313e-01, 9.835255e-01, 9.848080e-01, 9.853478e-01, 9.848003e-01, 9.846483e-01
T: 67	 , 5.876810e+00, 9.614105e-01, 9.820781e-01, 9.835148e-01, 9.838906e-01, 9.831946e-01, 9.827213e-01
T: 68	 , 5.887074e+00, 9.622169e-01, 9.837214e-01, 9.852262e-01, 9.858050e-01, 9.852871e-01, 9.848175e-01
T: 69	 , 5.883921e+00, 9.602332e-01, 9.833955e-01, 9.849241e-01, 9.855074e-01, 9.849907e-01, 9.848703e-01
T: 70	 , 5.879645e+00, 9.601887e-01, 9.827940e-01, 9.842348e-01, 9.846651e-01, 9.840743e-01, 9.836885e-01
V: 70 , 5.674285e+09, 7.947935e+08, 9.641775e+08, 9.615242e+08, 9.684726e+08, 9.780329e+08, 1.007285e+09
E: 70 , 5.705126e+09, 7.942683e+08, 9.638698e+08, 9.605243e+08, 9.710875e+08, 9.887727e+08, 1.026604e+09
T: 71	 , 5.872445e+00, 9.599898e-01, 9.815667e-01, 9.829105e-01, 9.833701e-01, 9.825640e-01, 9.820439e-01
T: 72	 , 5.875890e+00, 9.602824e-01, 9.824168e-01, 9.836028e-01, 9.838081e-01, 9.830640e-01, 9.827161e-01
T: 73	 , 5.876479e+00, 9.593020e-01, 9.824072e-01, 9.838548e-01, 9.842218e-01, 9.836030e-01, 9.830903e-01
T: 74	 , 5.874307e+00, 9.608752e-01, 9.815086e-01, 9.830892e-01, 9.834297e-01, 9.828822e-01, 9.825217e-01
T: 75	 , 5.875693e+00, 9.604134e-01, 9.819832e-01, 9.833958e-01, 9.837457e-01, 9.832038e-01, 9.829508e-01
T: 76	 , 5.870327e+00, 9.582713e-01, 9.814186e-01, 9.828633e-01, 9.832513e-01, 9.825242e-01, 9.819984e-01
T: 77	 , 5.874075e+00, 9.595635e-01, 9.815665e-01, 9.831457e-01, 9.836932e-01, 9.832257e-01, 9.828808e-01
T: 78	 , 5.871071e+00, 9.582578e-01, 9.811994e-01, 9.827528e-01, 9.833031e-01, 9.827531e-01, 9.828051e-01
T: 79	 , 5.873440e+00, 9.588637e-01, 9.818839e-01, 9.833891e-01, 9.838049e-01, 9.830443e-01, 9.824539e-01
T: 80	 , 5.869091e+00, 9.589362e-01, 9.810590e-01, 9.824113e-01, 9.828435e-01, 9.821509e-01, 9.816904e-01
V: 80 , 5.680222e+09, 7.915361e+08, 9.642791e+08, 9.636802e+08, 9.707006e+08, 9.801273e+08, 1.009899e+09
E: 80 , 5.759232e+09, 8.050236e+08, 9.730735e+08, 9.686697e+08, 9.793930e+08, 9.982386e+08, 1.034834e+09
T: 81	 , 5.866501e+00, 9.585933e-01, 9.804432e-01, 9.820645e-01, 9.825009e-01, 9.817243e-01, 9.811746e-01
T: 82	 , 5.867116e+00, 9.581383e-01, 9.809027e-01, 9.823083e-01, 9.826026e-01, 9.818972e-01, 9.812670e-01
T: 83	 , 5.866205e+00, 9.585028e-01, 9.805536e-01, 9.819782e-01, 9.822873e-01, 9.816183e-01, 9.812652e-01
T: 84	 , 5.867295e+00, 9.581301e-01, 9.804213e-01, 9.821078e-01, 9.826892e-01, 9.821725e-01, 9.817737e-01
T: 85	 , 5.859541e+00, 9.575269e-01, 9.793499e-01, 9.808949e-01, 9.812123e-01, 9.805268e-01, 9.800301e-01
T: 86	 , 5.862649e+00, 9.587888e-01, 9.798373e-01, 9.811798e-01, 9.815228e-01, 9.809413e-01, 9.803788e-01
T: 87	 , 5.860474e+00, 9.582639e-01, 9.796022e-01, 9.810156e-01, 9.813768e-01, 9.804956e-01, 9.797201e-01
T: 88	 , 5.864368e+00, 9.586712e-01, 9.803676e-01, 9.815914e-01, 9.818913e-01, 9.812368e-01, 9.806097e-01
T: 89	 , 5.858186e+00, 9.569499e-01, 9.792681e-01, 9.806913e-01, 9.810979e-01, 9.802549e-01, 9.799237e-01
T: 90	 , 5.865368e+00, 9.571644e-01, 9.802892e-01, 9.818938e-01, 9.824325e-01, 9.819796e-01, 9.816090e-01
V: 90 , 5.675080e+09, 7.963281e+08, 9.625854e+08, 9.613120e+08, 9.688202e+08, 9.779299e+08, 1.008105e+09
E: 90 , 5.743157e+09, 8.061288e+08, 9.650128e+08, 9.627208e+08, 9.765394e+08, 9.962743e+08, 1.036481e+09
